suite,id,tp,fp,fn,pass,detail
pii,v51_client_secret,1,0,0,True,API_KEY:explicit_secret_assignment
pii,v51_refresh_token,1,0,0,True,AUTH_TOKEN:explicit_secret_assignment
pii,v51_session_token,1,0,0,True,AUTH_TOKEN:explicit_secret_assignment
pii,v51_bearer_token,1,0,0,True,AUTH_TOKEN:explicit_secret_assignment
pii,v51_signing_key,1,0,0,True,API_KEY:explicit_secret_assignment
pii,v51_client_secret_example,0,0,0,True,
pii,v51_refresh_token_explanation,0,0,0,True,
pii,v51_bearer_explanation,0,0,0,True,
profanity,p1,1,0,0,True,fuck
profanity,p2,1,0,0,True,fuck
profanity,p3,1,0,0,True,shit
profanity,p4,1,0,0,True,shit
profanity,p5,1,0,0,True,bitch
profanity,p6,1,0,0,True,bitch
profanity,p7,1,0,0,True,asshole
profanity,p8,1,0,0,True,bastard
profanity,p9,1,0,0,True,madarchod
profanity,p10,1,0,0,True,bhenchod
profanity,p11,1,0,0,True,chutiya
profanity,p12,1,0,0,True,harami
profanity,p13,1,0,0,True,fuck
profanity,p14,1,0,0,True,shit
profanity,pn1,0,0,0,True,
profanity,pn2,0,0,0,True,
profanity,pn3,0,0,0,True,
profanity,pn4,0,0,0,True,
profanity,pn5,0,0,0,True,
profanity,pn6,0,0,0,True,
profanity,pn7,0,0,0,True,
profanity,pn8,0,0,0,True,
profanity,pn9,0,0,0,True,
profanity,pn10,0,0,0,True,
profanity,p15,1,0,0,True,gandu
profanity,p16,1,0,0,True,bakchod
profanity,p17,1,0,0,True,madarchod
profanity,pn11,0,0,0,True,
profanity,pn12,0,0,0,True,
